fund_id,category,expense_ratio,true_alpha_ann,true_group,start_date,end_date,n_months,beta_true,s_true,h_true,mom_true
951,Growth,0.00767434446953108,-0.022615776943591646,unskilled,1984-12-01,2005-11-01,252,1.1574702709793179,0.43545608800443236,0.11851496998789078,0.3005958885268884
952,Aggressive Growth,0.018444497897218276,0.0,zero_alpha,1984-03-01,1994-01-01,119,0.934473702735541,0.13025797294269587,0.34192983432283997,0.010502934484611553
953,Growth & Income,0.014401737907594369,0.0,zero_alpha,1995-06-01,2006-05-01,132,1.2161273335255651,0.3125431260271274,-0.3158461559889387,-0.15166053042151587
954,Growth,0.008552030120618614,0.0,zero_alpha,1990-04-01,1995-07-01,64,0.8314417019476664,0.3044470417182731,0.08277665994047877,0.15782286001775692
955,Growth,0.016766285055785656,0.0,zero_alpha,1977-10-01,2002-07-01,298,1.061424100993333,0.11614328513938199,0.09780444852900806,-0.05078926536876312
956,Growth,0.02090655673171458,-0.028111040322855257,unskilled,1975-01-01,2004-04-01,352,0.9410497279159207,-0.10367637072156219,0.09552130297785151,0.06256385065287058
957,Growth,0.016775989233342618,0.0,zero_alpha,1977-11-01,2005-02-01,328,0.9008386374999854,0.3112228517211606,0.31856353356969386,-0.0708490825639867
958,Growth,0.015593228233130883,-0.03809406530211814,unskilled,1985-11-01,2001-01-01,183,1.044847301070132,0.32327392269377064,0.3972036424342305,0.21211599742147547
959,Growth,0.0219543495626162,0.0,zero_alpha,1985-09-01,2006-08-01,252,0.9051239781215615,0.3935061007725647,-0.056696735574532475,-0.0686139634968946
960,Growth & Income,0.0052151077000165994,0.0,zero_alpha,1975-10-01,2006-09-01,372,0.5507051994264007,0.24801660601972436,0.12463473443127158,0.22967869678663042
961,Growth,0.01733495255669259,-0.026143764532663406,unskilled,1975-04-01,1996-03-01,252,0.49056978152385383,-0.12212497836983158,0.0068467411452118754,-0.13738908767931796
962,Aggressive Growth,0.013193843663891348,0.0,zero_alpha,1985-10-01,1998-09-01,156,1.1408633240426074,0.34258504034229503,-0.13642305858793918,-0.023935957857321947
963,Aggressive Growth,0.008871322973153385,0.0,zero_alpha,1988-04-01,2002-05-01,170,1.1345387686819544,0.1696547299429147,0.044162831376202916,0.2299993678860172
964,Growth,0.024591557001721994,0.0,zero_alpha,1978-09-01,2003-04-01,296,1.233101141938392,0.049315638919164254,0.1242999057000496,0.04522613371720082
965,Growth,0.013076276582943788,0.0,zero_alpha,1981-06-01,1998-06-01,205,0.9473707627576733,0.09634104070157196,0.03338573708339713,0.3607198912708449
966,Growth,0.011705256248844453,0.0,zero_alpha,1978-07-01,2006-02-01,332,0.7561047797003163,-0.0025642945975949127,-0.18623624189722351,-0.02037106738570257
967,Growth,0.008380168794812935,0.0,zero_alpha,1977-04-01,2005-07-01,340,0.8870624236023498,0.39221094471360723,-0.1027121279711355,0.058556427944101055
968,Growth & Income,0.024955319024909682,0.0,zero_alpha,1992-10-01,1998-08-01,71,0.9517136773041969,-0.18452868339500508,-0.10118148403493148,0.30577239080732266
969,Growth,0.022121027120593537,0.0,zero_alpha,1978-06-01,2002-12-01,295,0.7989442663572336,-0.07837148370160457,-0.1784887909861409,-0.20708848251134024
970,Growth,0.006399448373499024,0.0,zero_alpha,1979-10-01,1994-09-01,180,1.19728620844608,0.08780677883207633,0.052707916321133745,-0.22566250497723067
971,Growth,0.016315077522543665,0.0,zero_alpha,1981-10-01,2000-09-01,228,1.2859254319465605,0.5734377120597499,0.07362241925861553,-0.09932622658141121
972,Growth,0.007948024217509318,0.0,zero_alpha,1994-02-01,2006-03-01,146,1.0217421051095266,0.43357013727321225,0.18590352017743925,0.14200590342099886
973,Growth & Income,0.01931562830025894,0.0,zero_alpha,1985-05-01,2000-03-01,179,0.9483704379952705,-0.24021020081180636,-0.18152446963212626,-0.22147767749979083
974,Growth,0.014681668585208741,-0.02937906078593614,unskilled,1987-11-01,2001-09-01,167,0.7557549532288351,0.5078367721881215,-0.12549573724575866,0.10955735848430297
975,Aggressive Growth,0.007207779283985518,0.0,zero_alpha,1978-03-01,1984-06-01,76,1.1819650844234078,0.507355054245921,0.3009138903862476,0.09900600417333401
976,Growth,0.016140777825285797,0.0,zero_alpha,1980-11-01,2006-12-01,314,0.9614460216273569,-0.12350208150566075,-0.04289917281458404,0.32215853498029356
977,Growth,0.023213513022056247,0.0,zero_alpha,1980-09-01,1989-06-01,106,0.9066253402384081,-0.46036456764911127,-0.003973794149673212,0.17682273882685584
978,Growth,0.011823893646663051,0.0,zero_alpha,1991-06-01,2006-07-01,182,1.0221761133011806,0.15194459441318942,-0.04502074427912987,0.07460753562466638
979,Growth & Income,0.00601611229523958,0.0,zero_alpha,1984-10-01,1994-11-01,122,0.8621432706516221,0.45060610232495546,0.21660616374432873,0.22386994027294402
980,Growth,0.023904142225292888,0.0,zero_alpha,1995-11-01,2005-02-01,112,0.9720312759682728,0.5678154924500506,0.22436173614300584,0.10083559116723001
981,Aggressive Growth,0.007835983760189012,0.0,zero_alpha,1990-02-01,2005-02-01,181,0.733629972373151,-0.04770681609031255,0.21264162011776958,-0.049010508194080316
982,Growth,0.014501040017624672,0.0,zero_alpha,1976-09-01,2006-06-01,358,1.113063078387865,0.6079947761657414,-0.004686477728490421,-0.15169086655732925
983,Growth,0.015893542556965685,0.0,zero_alpha,1976-06-01,2006-11-01,366,0.934338343829649,-0.38698309895417526,-0.18448719549780035,-0.0654048405539621
984,Growth,0.009741749263625135,0.0,zero_alpha,1985-03-01,2000-06-01,184,1.1238201290951018,0.07798734654267811,0.3750426155518509,0.013988918817932352
985,Growth,0.008548360640762781,0.0,zero_alpha,1986-05-01,2004-12-01,224,0.919829573323757,0.06569733269606322,0.16126179539110344,0.046252760802440576
986,Growth,0.007262777612297194,0.0,zero_alpha,1975-01-01,2006-08-01,380,0.9295700436824031,0.45808425623107574,-0.10133179627847792,-0.3002793397130138
987,Growth,0.0063991056470794686,0.0,zero_alpha,1976-06-01,1987-09-01,136,0.7681523857562064,0.49457561648494497,0.2747637693888822,-0.012934050238599153
988,Growth & Income,0.015162530953606895,0.03520213856975255,skilled,1975-10-01,2006-04-01,367,1.0639635459527215,0.40855591385834883,-0.11712178305181899,0.024287265432416716
989,Growth,0.02184041553668633,0.0,zero_alpha,1994-08-01,2002-05-01,94,0.8186240068965362,-0.16763751218647363,0.2721406806377313,0.10213061673197607
990,Growth,0.0075351754273320255,0.0,zero_alpha,1991-01-01,2002-01-01,133,0.8770366440201156,0.3856547579497305,0.2856569178768983,0.26402013237595257
991,Growth,0.019012380568909967,0.0,zero_alpha,1984-07-01,1998-07-01,169,0.9501570779123805,0.29726049214837297,-0.19429655433621118,0.04784803031679046
992,Growth,0.013252415408472,0.0,zero_alpha,1988-08-01,1994-07-01,72,0.9681836275534035,-0.24780859631989768,0.10635166060419218,-0.11643443143715772
993,Growth,0.005704484779411723,-0.03258771083664065,unskilled,1978-01-01,2005-01-01,325,0.6940854589673361,-0.3467534572004217,0.14643814079226578,-0.25271190754022077
994,Growth,0.01571944620009443,0.0,zero_alpha,1978-05-01,2006-06-01,338,0.9153791201767975,0.429497322505194,0.5129818399172664,0.12305164371685727
995,Growth,0.010040165322663528,0.0,zero_alpha,1989-02-01,2004-05-01,184,1.069284532796557,0.12497517475518888,-0.15846022352677144,-0.11036310392161199
996,Growth,0.01710508186081005,0.0,zero_alpha,1975-06-01,2002-12-01,331,0.8932492948214146,-0.15129552311371883,0.27650865539876585,0.15002554657420206
997,Aggressive Growth,0.011986460216777423,0.0,zero_alpha,1978-09-01,2004-07-01,311,0.9162902368680017,0.11795701782280787,-0.006530796393289167,0.22961302282438528
998,Growth & Income,0.018329046365259182,0.0,zero_alpha,1977-01-01,2003-08-01,320,0.9743609076264089,0.2610102702783007,-0.2582728367161139,-0.2116112148968761
999,Aggressive Growth,0.02337006725862058,0.0,zero_alpha,1979-04-01,2005-11-01,320,0.9311059351179501,0.14928721833311326,-0.03399743396685744,0.1030838838138444
1000,Growth,0.009890891241629183,0.0,zero_alpha,1980-11-01,2001-04-01,246,0.7954226746418593,-0.21799653828152157,-0.00950704778005858,0.2138933615509016
1001,Aggressive Growth,0.023796809379753953,-0.03502500356404365,unskilled,1998-11-01,2006-10-01,96,0.9445480814499643,0.6413892258910275,-0.2217780386230578,0.17285589879204227
1002,Growth,0.009086177205006638,0.0,zero_alpha,1975-11-01,2005-10-01,360,1.0991109755008843,0.421054492246973,0.05243472377030589,-0.29445691553656833
1003,Aggressive Growth,0.006413897644467262,-0.030648283803591372,unskilled,1982-03-01,2003-07-01,257,0.7923236079099364,0.0861556370816332,0.18156185109971634,-0.10804780671905566
1004,Growth,0.008854019747761595,0.0,zero_alpha,1975-04-01,2004-07-01,352,0.8938277165771272,0.09622633602442811,0.03764013081240249,-0.1720270758625635
1005,Growth,0.021298333990310968,-0.041755175943269184,unskilled,1976-02-01,2006-12-01,371,0.7427553014097383,0.25987184867829405,-0.11836881787597532,0.09852091327205763
1006,Growth,0.018551124905290838,0.0,zero_alpha,1978-05-01,1988-04-01,120,1.0912072925735516,-0.11240534893508289,-0.039694413681393204,0.08199899352282461
1007,Growth,0.024416683065228626,-0.029599282983041944,unskilled,1981-02-01,1996-11-01,190,0.9361462689743181,0.2506691091342422,-0.010908671358690232,-0.3846837816910938
1008,Aggressive Growth,0.019196546208498616,0.0,zero_alpha,1993-05-01,2003-06-01,122,0.8224700549591205,-0.16268310921519138,0.03346432549620973,-0.025124743199176246
1009,Aggressive Growth,0.013252625300732679,-0.036632879707027624,unskilled,1999-11-01,2006-02-01,76,0.9638398400214766,0.1523664457887085,0.21196615244800623,0.14010797455116603
1010,Growth,0.022848619482657526,0.0,zero_alpha,1975-06-01,2006-07-01,374,0.769459967765682,-0.12214287496421469,0.04438795067721787,0.042196398683618325
1011,Growth,0.0241625703641692,-0.03154707546549127,unskilled,1976-01-01,2005-12-01,360,0.794975670280939,-0.10952099558167863,-0.2905393257259421,0.04194003792497919
1012,Growth,0.02083309841920212,0.0,zero_alpha,1975-02-01,2005-03-01,362,0.7309799705222328,0.5814306534045525,-0.12246421439773829,-0.034749053007806605
1013,Aggressive Growth,0.01613279171670202,0.0,zero_alpha,1978-02-01,2006-12-01,347,0.78998311436639,0.18480647357113855,0.023204210179327334,-0.13884114116120178
1014,Growth & Income,0.021515315626111257,-0.027342134935628776,unskilled,1975-02-01,1997-07-01,270,1.153600637599971,0.2218516213502919,0.21482489699082277,0.01744162641642741
1015,Growth,0.008580894146685631,0.0,zero_alpha,1975-05-01,1994-05-01,229,0.8400322503076105,-0.3328449652703307,0.24956928830731034,0.027814017685268658
1016,Growth & Income,0.02300700045858773,0.0,zero_alpha,1975-02-01,2006-11-01,382,1.0199337683977219,0.020749560369738046,0.34493706831749105,0.11228817804994334
1017,Growth,0.02499117964973072,0.0,zero_alpha,1975-01-01,1994-11-01,239,0.8245547870066117,0.2853030296760868,0.016122879515860965,0.12447498864431927
1018,Growth,0.018302803329106908,0.0,zero_alpha,1976-08-01,1998-11-01,268,1.063930061864483,0.21853406648687626,0.1426618351004987,0.03287921287448618
1019,Growth,0.00891778079160017,0.0,zero_alpha,1988-06-01,1999-01-01,128,0.7960876998603026,-0.3685074553384263,-0.30089230688059393,0.1842362546877247
1020,Growth,0.007888733243906437,0.0,zero_alpha,1979-11-01,2004-12-01,302,0.9558841891642634,0.2217844791642703,0.07597631463229661,-0.03623870022036564
1021,Growth,0.024188288112006944,-0.02462025475973245,unskilled,1976-06-01,2003-07-01,326,0.9579276964803423,0.26163970088742233,-0.22505282029217236,-0.19660368548196
1022,Growth,0.02242705642736651,0.0,zero_alpha,1981-12-01,2005-03-01,280,1.2991708004639886,0.4909404995496749,-0.02250783915094997,0.09155805041273085
1023,Growth & Income,0.01997357703129534,0.0,zero_alpha,1983-04-01,2001-09-01,222,1.0445637931970246,0.0061922202654143,0.5959676777744285,0.03895693315838821
1024,Growth & Income,0.023982385072308227,0.0,zero_alpha,1979-12-01,1990-03-01,124,0.861064397850609,-0.39051718003391767,0.05071084723808594,0.09453972735197952
1025,Growth & Income,0.015068075057367826,0.0,zero_alpha,1993-08-01,1999-06-01,71,1.052757344547577,-0.07919268795128884,-0.18276264383606577,-0.16966770224243918
1026,Growth,0.02275492806004729,0.0,zero_alpha,1981-01-01,2002-11-01,263,1.270726170572781,-0.10426625971713929,0.07155780119158109,0.28861941329165675
1027,Growth,0.008256406279767583,0.0,zero_alpha,1982-01-01,2005-05-01,281,0.7055545864273557,0.3541772194449936,-0.11341503731787093,0.1265753620495462
1028,Aggressive Growth,0.008656194362147249,0.0,zero_alpha,1975-12-01,2001-10-01,311,0.8236276936146909,-0.5091841470988294,-0.20214882263151027,-0.023199533649868907
1029,Growth,0.015246860913207799,0.0,zero_alpha,1975-04-01,2005-11-01,368,0.9144653661330059,0.05791088498184449,0.4106279066781002,-0.1203179718946968
1030,Growth,0.011650193216890484,0.0,zero_alpha,1979-02-01,1997-06-01,221,0.8874367659287073,0.5264488683943137,0.2033624052533506,0.18157301156483732
1031,Growth,0.013650385360293154,0.0,zero_alpha,1976-08-01,2003-12-01,329,0.9000864952505188,0.17180311570840873,0.059107324999148995,-0.14526546730957846
1032,Growth,0.020963939726010666,0.0,zero_alpha,1981-11-01,2006-02-01,292,0.7543651601610135,0.394079204044106,-0.08836465804950826,0.35920472371881046
1033,Aggressive Growth,0.006068149418845181,0.0,zero_alpha,1989-05-01,2001-10-01,150,1.1605934080325018,-0.24044958338777192,-0.07215789659443984,-0.07198074098489962
1034,Growth,0.019416876685604594,0.0,zero_alpha,1977-04-01,2005-01-01,334,0.736608710228507,-0.23049737830158065,0.2984963733688301,0.27807578219084167
1035,Growth,0.006764585369067311,0.0,zero_alpha,1988-11-01,1995-03-01,77,0.9199680785566251,0.5293106144613086,0.05131550753291357,-0.0076710677609074
1036,Aggressive Growth,0.021950021005608406,0.0,zero_alpha,1984-09-01,2005-10-01,254,1.1068745887641047,0.1953038414393133,-0.6265610285897627,0.2571120063230462
1037,Growth,0.009037996130713502,0.0,zero_alpha,1975-09-01,2006-01-01,365,0.9454722714281221,0.19581859055228604,0.4741877031317674,-0.0902302760239774
1038,Growth,0.01969877840695991,0.0,zero_alpha,1977-02-01,1999-11-01,274,0.8030908749645846,-0.10953820702674913,0.026612471394457007,0.02282545678200499
1039,Growth,0.016837587979753783,0.0,zero_alpha,1975-03-01,2005-06-01,364,0.7476986515439064,0.1951954322375579,0.05867380114696339,0.14071239952558495
1040,Growth & Income,0.012712442141456951,-0.03464746354531901,unskilled,1983-06-01,1989-11-01,78,0.9155001205958326,-0.11648439208502406,0.20733896268695928,0.11931157050437338
1041,Aggressive Growth,0.010350725008378307,0.0,zero_alpha,1983-04-01,2002-08-01,233,0.83644556512243,0.4667176122264125,0.08308056546231737,0.1851142750486825
1042,Growth,0.006149186325328182,0.0,zero_alpha,1977-10-01,2003-10-01,313,0.9807846637554467,0.8519576774670429,0.13938172354336195,-0.05312081722023469
1043,Aggressive Growth,0.012067604138260142,0.0,zero_alpha,1979-02-01,2001-05-01,268,0.739782327841373,0.29098526341633235,-0.09474469347298496,0.032721255927471646
1044,Growth & Income,0.00901057513202352,0.0,zero_alpha,1976-07-01,2005-04-01,346,1.0719553605331433,0.011263403634614089,-0.25595906479327735,0.20725828639971067
1045,Growth,0.007718250079039646,0.0,zero_alpha,1989-03-01,2006-08-01,210,0.9673324284746696,-0.46341458262366453,0.046046556294639315,-0.08578832525784272
1046,Growth,0.019769962451782683,0.0,zero_alpha,1983-08-01,2006-12-01,281,0.9784754591528715,-0.25111602863558524,0.276322930454918,0.10588115916776028
1047,Growth,0.00925029982026401,0.0,zero_alpha,1977-07-01,1993-10-01,196,1.1661615167360024,0.558715457756784,-0.13956051167662353,-0.012874035966662544
1048,Aggressive Growth,0.009463160954323369,0.0,zero_alpha,1975-05-01,2003-11-01,343,0.88433067524422,-0.08729796081776828,-0.1556047989639553,0.0508811159873908
1049,Growth,0.011809629035080874,-0.030686253874264303,unskilled,1980-11-01,1988-12-01,98,0.8411274957900163,0.07729127957837197,0.23420385207598748,0.03268253246216725
1050,Growth,0.014253063192435383,-0.036668088400049384,unskilled,1992-04-01,2004-01-01,142,0.8678354557479689,0.3338314936447946,-0.10144904102821828,-0.09824247261774462
1051,Growth,0.015274254885794002,0.0,zero_alpha,1986-04-01,1993-10-01,91,0.9211210145715113,0.5405724498404482,-0.0921119827668804,-0.01910397881836715
1052,Aggressive Growth,0.01829092537680826,0.0,zero_alpha,1981-12-01,2005-11-01,288,0.9363552657813007,0.1201032697090405,-0.08462885458924838,0.04173983781150589
1053,Aggressive Growth,0.016770440956758545,-0.032625045151597885,unskilled,1988-06-01,1999-08-01,135,0.825395339509734,0.06883328258349133,-0.02299619619809582,0.0045914001931806735
1054,Growth,0.014633677594532834,0.0,zero_alpha,1985-03-01,1998-09-01,163,0.6465372120450411,0.18790525712767095,-0.3247276191804078,0.25591039246913583
1055,Growth,0.012878804292749405,-0.02849023186889365,unskilled,1976-04-01,2003-10-01,331,0.8658606498681443,0.0130905458401957,-0.1178680225083253,0.17149333352245416
1056,Aggressive Growth,0.010315724238584689,0.0,zero_alpha,1980-12-01,1995-08-01,177,1.0039738499430335,0.026545199176761236,0.03607360382794439,0.06349707477402448
1057,Growth,0.01919885227366079,0.0,zero_alpha,1978-06-01,1987-04-01,107,0.9704387459380238,0.2729700293834684,0.03464758723496586,-0.09447192740792533
1058,Aggressive Growth,0.011350026407874953,0.0,zero_alpha,1988-10-01,1994-03-01,66,1.129933170473874,0.2163228794586216,0.22159861051591745,-0.10360346378469298
1059,Growth,0.021991627870517907,0.0,zero_alpha,1980-11-01,1991-11-01,133,1.2433229815945683,0.702901326639646,0.35787844443896094,0.3160716552920616
1060,Growth & Income,0.016723249117759735,-0.0384823616403738,unskilled,1975-09-01,2005-05-01,357,1.0639000657187703,0.2797122041588574,0.29249668933288064,-0.13148281541082915
1061,Growth,0.017678885570563612,0.0,zero_alpha,1975-06-01,1995-03-01,238,1.157378096361234,0.457786387023457,0.1729304768147869,0.037078942722578584
1062,Aggressive Growth,0.015175804617554668,0.0,zero_alpha,1975-02-01,2006-12-01,383,1.0650161438394679,-0.09782129418078275,-0.03974691815344148,0.0741423071523019
1063,Growth,0.02357112129304096,-0.028780306033615713,unskilled,1995-01-01,2005-09-01,129,1.2064848883891075,0.3012893225075678,-0.134613813991376,-0.026698547722495903
1064,Growth,0.013431911372354891,0.0,zero_alpha,1983-10-01,1998-03-01,174,1.22762804514369,-0.010745336650264753,-0.0064243134983196035,-0.13033056468660392
1065,Aggressive Growth,0.013539369068376252,0.0,zero_alpha,1987-02-01,1996-06-01,113,1.092674775616839,0.26886331582413947,0.10711575395457962,-0.09773449585097303
1066,Growth,0.0228602899154366,0.0,zero_alpha,1990-02-01,2005-10-01,189,1.0559570219636878,0.34212864952871025,0.15438755964913353,-0.061975750345604264
1067,Aggressive Growth,0.01709813841920343,0.0,zero_alpha,1981-01-01,2001-03-01,243,0.9192151742093948,0.18246721100036847,0.11461714670317004,-0.08642393036466686
1068,Growth,0.013982974314482807,0.0,zero_alpha,1978-04-01,2005-01-01,322,0.9437994078554135,0.7718314303686983,-0.034235094275210515,0.21915805897713955
1069,Growth,0.010243022290334618,0.0,zero_alpha,1982-05-01,1997-03-01,179,0.8993244002974606,0.5269949422771132,0.1473724479684523,0.018631100979105687
1070,Growth & Income,0.009900888901038355,0.0,zero_alpha,1978-03-01,2003-12-01,310,1.0431877416342583,0.46431133320727414,0.24217450101670052,-0.05857016517214181
1071,Growth,0.02102868627510472,-0.04043667216979015,unskilled,1980-04-01,2002-02-01,263,0.8419477943960977,0.3610715480925034,0.1660320768135083,0.036043706580080825
1072,Growth & Income,0.010589321552474402,0.0,zero_alpha,1988-09-01,2001-06-01,154,0.9213340685330135,0.6108402044325111,-0.016402611032679797,0.12019338579423716
1073,Growth,0.005114753806067314,0.0,zero_alpha,1976-06-01,2006-01-01,356,0.5967245172232549,-0.18924232436730395,-0.17676973850120137,-0.03169295590863698
1074,Growth,0.005389212785966473,-0.03302580844433022,unskilled,1982-09-01,1999-05-01,201,1.2084634842158763,0.5125707794976441,-0.1815134858776215,0.15529719427638727
1075,Aggressive Growth,0.024568052231931294,-0.03742194036116683,unskilled,1976-09-01,1985-09-01,109,0.9169288126120522,-0.07781107799988071,-0.14624352471843632,-0.17067201615348382
1076,Growth,0.016196758732458887,0.0,zero_alpha,1975-12-01,2006-11-01,372,1.0183370656004864,0.028915220233317607,0.04141503973498598,0.19569554481746207
1077,Growth,0.01478049263718791,0.0,zero_alpha,1977-02-01,2006-09-01,356,1.1686680042067104,0.31034811101541704,0.09396075071112668,0.01865714903416689
1078,Growth,0.023357521382166607,-0.0336383654718098,unskilled,1979-09-01,1985-12-01,76,0.995044015616177,0.47830504137768093,-0.292906463588806,0.01279814723724074
1079,Growth,0.012033747979805855,-0.030158216936496708,unskilled,1975-10-01,2005-02-01,353,1.1666515553140147,-0.11839415792049049,-0.11079902167271018,-0.08395214866972792
1080,Aggressive Growth,0.02089995119310466,0.0,zero_alpha,1976-06-01,2006-12-01,367,0.763739328177295,0.04186378058056728,0.03865709306107878,-0.16417751957701204
1081,Growth,0.019436196255602774,0.0,zero_alpha,1976-06-01,2003-10-01,329,1.3096064884396552,0.19438301812532763,-0.18993598201952053,-0.23000079037230867
1082,Growth,0.01454192964643676,0.0,zero_alpha,1991-06-01,2003-03-01,142,1.1130665297733149,0.12340849882607151,0.07678083061192094,-0.09441650034246792
1083,Growth,0.02049263794917382,-0.02668074233632821,unskilled,1982-11-01,2004-11-01,265,0.9813803738729961,0.38350801530879686,-0.07148565818331315,0.10815098309035286
1084,Growth,0.024315567751852746,0.0,zero_alpha,1985-10-01,2005-03-01,234,1.1637618998938168,1.02898190399613,-0.15468405433385135,-0.12419176334569927
1085,Growth,0.009012147515741413,0.0,zero_alpha,1975-02-01,1996-10-01,261,0.7747047671015942,0.27483017713146995,0.0006410864897795059,-0.21226722785864635
1086,Growth,0.00535018829002043,-0.03166210465255554,unskilled,1980-01-01,2001-08-01,260,0.9067077681845759,-0.01379910954057903,0.06845606591582012,-0.11635979662566796
1087,Growth & Income,0.02142908812528599,-0.029930548573136536,unskilled,1980-07-01,2002-09-01,267,1.1666375594603569,-0.15412708265974887,-0.17970578285398556,-0.037724997625647266
1088,Aggressive Growth,0.013071741456896272,0.0,zero_alpha,1986-01-01,2004-11-01,227,0.6699409728657553,0.0886865216035986,-0.05852247596280951,-0.03182518339935292
1089,Growth,0.015888049870300163,0.0,zero_alpha,1976-11-01,2000-06-01,284,1.0340686662438208,-0.06506247150719752,0.0835356754614216,0.0006660637635853284
1090,Growth,0.009449246414650642,-0.03230662172914423,unskilled,1978-12-01,1998-02-01,231,1.029826423976773,0.2868874479938558,-0.16241803666335353,0.17489095190778176
1091,Growth,0.021835775237057542,-0.03367061720350406,unskilled,1979-10-01,1985-02-01,65,1.2453838725233244,0.28300540894605664,-0.34155136808478037,0.20738816571372337
1092,Growth,0.019424124981454228,-0.027052080327025736,unskilled,1994-12-01,2000-10-01,71,0.7125566870416645,0.054207948868760875,-0.3173147691379509,0.3208193758083983
1093,Growth,0.024067332563895965,0.0,zero_alpha,1976-02-01,2006-12-01,371,1.191444658554745,0.6662387534459457,-0.09361017281139393,-0.22373609750478526
1094,Growth & Income,0.014505037431993682,0.0,zero_alpha,1975-05-01,2004-11-01,355,0.8660793885276645,-0.013861829809973553,-0.2736836552610277,-0.10838258805045019
1095,Aggressive Growth,0.024531300255216555,0.0,zero_alpha,1977-08-01,1998-05-01,250,0.8829485810132217,0.14014223302545645,-0.07954437903524918,0.12477277355896312
1096,Growth,0.015217107859477972,-0.036186991119137306,unskilled,1981-11-01,1991-06-01,116,0.766699341956031,0.32979066647245436,0.3229885702345358,-0.048104682328753756
1097,Growth,0.01742844181725545,0.0,zero_alpha,1980-05-01,2006-05-01,313,0.7868221943799611,0.3930137234424571,-0.28571967753773636,0.14911797047738481
1098,Aggressive Growth,0.01848254879643381,0.0,zero_alpha,1985-05-01,1994-02-01,106,1.0105283521180883,0.4893941303857998,-0.06652097029554016,0.05106701451722405
1099,Growth & Income,0.014795429114403496,0.0,zero_alpha,1979-10-01,1994-11-01,182,0.7831502127827966,0.27712411974830975,0.4164609108542769,0.2568806315055198
1100,Growth,0.01625560381937849,-0.03154755109186063,unskilled,1980-11-01,1994-09-01,167,1.0610426500479373,0.43272817519699924,0.07162601659514199,0.1764074170899029
1101,Growth & Income,0.0094661412940298,-0.03333193745004477,unskilled,1990-12-01,1996-03-01,64,0.8505550929545369,0.003722956993015225,-0.0835446574951199,0.17915249398384722
1102,Growth,0.012247261162658165,0.0,zero_alpha,1977-01-01,2003-10-01,322,0.7680449291227028,0.3995204900875955,-0.041376526903847674,-0.041780741304054375
1103,Aggressive Growth,0.019039864901844963,0.0,zero_alpha,1976-11-01,1995-07-01,225,0.8708286280460158,0.3961822875390999,0.07587250167865559,0.005380873104759227
1104,Growth,0.005779779200358686,0.0,zero_alpha,1990-03-01,2003-08-01,162,1.0005060787634459,0.548221668688384,0.32915438612548803,-0.025788018635103407
1105,Growth,0.0190082623993455,-0.026468556449700555,unskilled,1980-08-01,1999-03-01,224,0.9083970107103471,-0.24710899805713563,-0.11617072149544853,-0.20588382154748602
1106,Growth,0.011075512890849768,0.0,zero_alpha,1981-12-01,1986-11-01,60,0.9551315177499197,-0.0567957789002668,-0.16152205657765656,0.24076538832432992
1107,Growth,0.010436716727484443,0.0,zero_alpha,1986-02-01,2002-11-01,202,1.0544311192754126,0.37578524234182553,-0.2857617465560455,0.13180809632648183
1108,Growth,0.01886976928705222,0.0,zero_alpha,1984-10-01,2003-09-01,228,1.1123632177425422,-0.4928411199703492,0.010619206501960807,-0.031754068612140654
1109,Growth,0.009298903254415125,0.0,zero_alpha,1977-10-01,1991-11-01,170,0.9034857037115853,0.29300154344708756,-0.2911374739635826,0.21568887611899595
1110,Aggressive Growth,0.024233668717786285,0.0,zero_alpha,1975-05-01,2002-09-01,329,0.7933666976635761,0.43495110623284183,-0.10275652496435893,-0.07455514701207332
1111,Growth,0.024813580674261433,0.0,zero_alpha,1975-12-01,1987-08-01,141,0.9614141718383774,0.02590618811239004,-0.1917366882220705,-0.2557201702682913
1112,Aggressive Growth,0.014162008157029175,0.0,zero_alpha,1992-12-01,2001-07-01,104,1.0205974379156106,0.06245249997202203,0.20482470204682116,0.17110546293404216
1113,Growth,0.01302836671684586,-0.017430687669963352,unskilled,1983-01-01,2002-03-01,231,0.7308912041042074,-0.09853433680997595,-0.11167927747336116,-0.1717840349673996
1114,Aggressive Growth,0.006580749127974657,0.0,zero_alpha,1977-06-01,2006-05-01,348,0.8164087554488622,0.03961322006714918,0.0693860656011232,-0.00936631984359751
1115,Growth,0.02056437367588362,0.0,zero_alpha,1985-08-01,2000-08-01,181,0.8421219656055589,0.04685787450956061,-0.3308184003377126,0.05091845611756403
1116,Growth,0.008254479930924761,-0.028783366026554777,unskilled,1985-05-01,1991-07-01,75,0.9188266716919434,-0.000710318616380351,0.016301390890569117,0.07781980171081428
1117,Growth,0.02366095720952162,0.0,zero_alpha,1975-06-01,2006-08-01,375,0.8358449144559821,-0.0144195444461242,-0.25063206117214976,0.14726015843056942
1118,Growth & Income,0.024811854779104206,0.0,zero_alpha,1985-11-01,2002-10-01,204,1.0560561087645348,0.10224880377790163,-0.09512969998597184,0.10712771394012681
1119,Aggressive Growth,0.0074481956016342315,-0.039402682562825087,unskilled,1983-12-01,1993-07-01,116,0.7092300197812373,0.09922392108596965,0.4322405148512448,0.10248387898430403
